strain,carbon_source,date,inducer_conc,replicate,entry,name,synonyms,intensity,norm_intensity,common_intensity,mass_frac
meshI,glucoseCAA,2024-08-27,100,2,AAS_ECOLI,aas,b2836 JW2804,4.708716820004949e-06,0.9407626206911732,5632700.0,4.708716820004949e-06
meshI,glucoseCAA,2024-08-27,0,2,AAS_ECOLI,aas,b2836 JW2804,4.302940720678717e-06,0.8678984865289681,5632700.0,4.302940720678717e-06
relA,glucoseCAA,2024-08-27,0,2,AAS_ECOLI,aas,b2836 JW2804,4.609927008521614e-06,0.9290035306356944,5632700.0,4.609927008521614e-06
relA,glucoseCAA,2024-08-27,2,2,AAS_ECOLI,aas,b2836 JW2804,4.739498015166281e-06,0.9178913164889658,5632700.0,4.739498015166281e-06
relA,glucoseCAA,2024-08-27,4,2,AAS_ECOLI,aas,b2836 JW2804,6.954312915281772e-06,1.3225815962680108,5632700.0,6.954312915281772e-06
meshI,glucoseCAA,2024-08-27,100,1,AAT_ECOLI,aspC,b0928 JW0911,0.0027224767027957,0.7123228041269933,4372570113.333333,0.002722476702795713
meshI,glucoseCAA,2024-08-27,0,1,AAT_ECOLI,aspC,b0928 JW0911,0.0035053588158019,0.9085545738583164,4372570113.333333,0.0035053588158019304
relA,glucoseCAA,2024-08-27,0,1,AAT_ECOLI,aspC,b0928 JW0911,0.0036114762416176,0.9288996773056716,4372570113.333333,0.003611476241617642
relA,glucoseCAA,2024-08-27,2,1,AAT_ECOLI,aspC,b0928 JW0911,0.0041628717845345,1.050215364347468,4372570113.333333,0.004162871784534523
relA,glucoseCAA,2024-08-27,4,1,AAT_ECOLI,aspC,b0928 JW0911,0.0052661518269881,1.317058029780899,4372570113.333333,0.005266151826988111
meshI,glucoseCAA,2024-08-27,100,2,AAT_ECOLI,aspC,b0928 JW0911,0.0030481932156495,0.7845123983840903,4372570113.333333,0.003048193215649565
meshI,glucoseCAA,2024-08-27,0,2,AAT_ECOLI,aspC,b0928 JW0911,0.0037432695960061,0.9726005567802932,4372570113.333333,0.003743269596006106
relA,glucoseCAA,2024-08-27,0,2,AAT_ECOLI,aspC,b0928 JW0911,0.0035523495087576,0.9221866761439264,4372570113.333333,0.0035523495087576296
relA,glucoseCAA,2024-08-27,2,2,AAT_ECOLI,aspC,b0928 JW0911,0.0041004717832341,1.0229928125680572,4372570113.333333,0.004100471783234169
relA,glucoseCAA,2024-08-27,4,2,AAT_ECOLI,aspC,b0928 JW0911,0.0055314774819465,1.3551558207114165,4372570113.333333,0.005531477481946515
meshI,glucoseCAA,2024-08-27,100,1,AC4CH_ECOLI,yqfB,b2900 JW2868,5.026170776050316e-05,1.1316114489353184,50814700.0,5.026170776050315e-05
meshI,glucoseCAA,2024-08-27,0,1,AC4CH_ECOLI,yqfB,b2900 JW2868,4.234635834361805e-05,0.9444566385293072,50814700.0,4.234635834361804e-05
relA,glucoseCAA,2024-08-27,0,1,AC4CH_ECOLI,yqfB,b2900 JW2868,4.8467714905966046e-05,1.0727141530120727,50814700.0,4.846771490596605e-05
relA,glucoseCAA,2024-08-27,2,1,AC4CH_ECOLI,yqfB,b2900 JW2868,4.777846028394683e-05,1.0372057095338767,50814700.0,4.777846028394683e-05
relA,glucoseCAA,2024-08-27,4,1,AC4CH_ECOLI,yqfB,b2900 JW2868,4.074420126232749e-05,0.876848895022964,50814700.0,4.0744201262327484e-05
meshI,glucoseCAA,2024-08-27,100,2,AC4CH_ECOLI,yqfB,b2900 JW2868,4.71198810636537e-05,1.0435395684032214,50814700.0,4.711988106365371e-05
meshI,glucoseCAA,2024-08-27,0,2,AC4CH_ECOLI,yqfB,b2900 JW2868,4.786791570514885e-05,1.0702256137046675,50814700.0,4.786791570514885e-05
relA,glucoseCAA,2024-08-27,0,2,AC4CH_ECOLI,yqfB,b2900 JW2868,4.6837089794833616e-05,1.0462620507916272,50814700.0,4.6837089794833616e-05
relA,glucoseCAA,2024-08-27,2,2,AC4CH_ECOLI,yqfB,b2900 JW2868,4.246282120389923e-05,0.911580477805765,50814700.0,4.246282120389923e-05
relA,glucoseCAA,2024-08-27,4,2,AC4CH_ECOLI,yqfB,b2900 JW2868,4.556131790682723e-05,0.9604876391812992,50814700.0,4.556131790682723e-05
meshI,glucoseCAA,2024-08-27,100,1,ACCA_ECOLI,accA,b0185 JW0180,0.0021597407548052,1.1341226577969543,2178668000.0,0.002159740754805208
meshI,glucoseCAA,2024-08-27,0,1,ACCA_ECOLI,accA,b0185 JW0180,0.002008254223457,1.044679218789593,2178668000.0,0.0020082542234570355
relA,glucoseCAA,2024-08-27,0,1,ACCA_ECOLI,accA,b0185 JW0180,0.0019764335995699,1.0202626909298744,2178668000.0,0.0019764335995699775
relA,glucoseCAA,2024-08-27,2,1,ACCA_ECOLI,accA,b0185 JW0180,0.0019265982175143,0.9754886356311854,2178668000.0,0.0019265982175143284
relA,glucoseCAA,2024-08-27,4,1,ACCA_ECOLI,accA,b0185 JW0180,0.0017116301642747,0.859146437169371,2178668000.0,0.0017116301642747026
meshI,glucoseCAA,2024-08-27,100,2,ACCA_ECOLI,accA,b0185 JW0180,0.0020261908899325,1.0466064460063245,2178668000.0,0.0020261908899325987
meshI,glucoseCAA,2024-08-27,0,2,ACCA_ECOLI,accA,b0185 JW0180,0.0019737091028372,1.029229625722912,2178668000.0,0.0019737091028372293
relA,glucoseCAA,2024-08-27,0,2,ACCA_ECOLI,accA,b0185 JW0180,0.001864349421358,0.9713510060532092,2178668000.0,0.0018643494213580962
relA,glucoseCAA,2024-08-27,2,2,ACCA_ECOLI,accA,b0185 JW0180,0.0020242401438167,1.0135531214694324,2178668000.0,0.0020242401438167077
relA,glucoseCAA,2024-08-27,4,2,ACCA_ECOLI,accA,b0185 JW0180,0.0016931524358344,0.8325107942847718,2178668000.0,0.0016931524358344686
meshI,glucoseCAA,2024-08-27,100,1,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0008822867139158,1.191622209447845,847072550.0,0.0008822867139158735
meshI,glucoseCAA,2024-08-27,0,1,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0008087604321339,1.082068136272044,847072550.0,0.0008087604321339923
relA,glucoseCAA,2024-08-27,0,1,ACCC_ECOLI,accC,fabG b3256 JW3224,0.000835331384006,1.1090701636620477,847072550.0,0.0008353313840060016
relA,glucoseCAA,2024-08-27,2,1,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0006937508513783,0.9034518997984752,847072550.0,0.0006937508513783107
relA,glucoseCAA,2024-08-27,4,1,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0006818587695899,0.8802826428409414,847072550.0,0.000681858769589913
meshI,glucoseCAA,2024-08-27,100,2,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0008093514052677,1.0752528892827895,847072550.0,0.0008093514052677374
meshI,glucoseCAA,2024-08-27,0,2,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0006840929531735,0.9175182207345124,847072550.0,0.0006840929531735176
relA,glucoseCAA,2024-08-27,0,2,ACCC_ECOLI,accC,fabG b3256 JW3224,0.000802875462077,1.0758891139463682,847072550.0,0.0008028754620770342
relA,glucoseCAA,2024-08-27,2,2,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0006711498421234,0.8643197179084638,847072550.0,0.0006711498421234774
relA,glucoseCAA,2024-08-27,4,2,ACCC_ECOLI,accC,fabG b3256 JW3224,0.0006687306537806,0.8456983649409676,847072550.0,0.0006687306537806571
meshI,glucoseCAA,2024-08-27,100,1,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012453521373121,1.0200088026969216,1396811200.0,0.0012453521373121323
meshI,glucoseCAA,2024-08-27,0,1,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012939465477807,1.049866187395664,1396811200.0,0.001293946547780772
relA,glucoseCAA,2024-08-27,0,1,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012652037864404,1.018693666872276,1396811200.0,0.0012652037864404767
relA,glucoseCAA,2024-08-27,2,1,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0013166557716883,1.0398163771277988,1396811200.0,0.0013166557716883358
relA,glucoseCAA,2024-08-27,4,1,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012030339388584,0.9418646282887952,1396811200.0,0.001203033938858421
meshI,glucoseCAA,2024-08-27,100,2,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0011651414810481,0.9387178084061448,1396811200.0,0.0011651414810481223
meshI,glucoseCAA,2024-08-27,0,2,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012249460380646,0.9963213521890794,1396811200.0,0.0012249460380646421
relA,glucoseCAA,2024-08-27,0,2,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012178855454256,0.9897116992021848,1396811200.0,0.0012178855454256666
relA,glucoseCAA,2024-08-27,2,2,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0013083910299761,1.021822322906115,1396811200.0,0.0013083910299761306
relA,glucoseCAA,2024-08-27,4,2,ACCD_ECOLI,accD,dedB usg b2316 JW2313,0.0012858998076424,0.986175685829263,1396811200.0,0.001285899807642444
meshI,glucoseCAA,2024-08-27,100,1,ACEA_ECOLI,aceA,icl b4015 JW3975,1.493259192899565e-05,0.7010351893800195,24369400.0,1.4932591928995649e-05
meshI,glucoseCAA,2024-08-27,0,1,ACEA_ECOLI,aceA,icl b4015 JW3975,1.9371020077030416e-05,0.9008717658526466,24369400.0,1.9371020077030416e-05
relA,glucoseCAA,2024-08-27,0,1,ACEA_ECOLI,aceA,icl b4015 JW3975,1.892533568227125e-05,0.8734128693101321,24369400.0,1.8925335682271255e-05
relA,glucoseCAA,2024-08-27,2,1,ACEA_ECOLI,aceA,icl b4015 JW3975,2.2083679930542165e-05,0.9996517307694224,24369400.0,2.208367993054217e-05
relA,glucoseCAA,2024-08-27,4,1,ACEA_ECOLI,aceA,icl b4015 JW3975,2.7815604020058448e-05,1.2482224091570848,24369400.0,2.7815604020058448e-05
meshI,glucoseCAA,2024-08-27,100,2,ACEA_ECOLI,aceA,icl b4015 JW3975,1.5080314011462606e-05,0.6964014226901892,24369400.0,1.5080314011462607e-05
meshI,glucoseCAA,2024-08-27,0,2,ACEA_ECOLI,aceA,icl b4015 JW3975,2.147151628867928e-05,1.0010091962497805,24369400.0,2.1471516288679277e-05
relA,glucoseCAA,2024-08-27,0,2,ACEA_ECOLI,aceA,icl b4015 JW3975,1.9336116206027923e-05,0.9006672008069431,24369400.0,1.933611620602792e-05
relA,glucoseCAA,2024-08-27,2,2,ACEA_ECOLI,aceA,icl b4015 JW3975,2.5773375807614048e-05,1.1537242113393948,24369400.0,2.5773375807614048e-05
relA,glucoseCAA,2024-08-27,4,2,ACEA_ECOLI,aceA,icl b4015 JW3975,3.14464680639686e-05,1.38233054921873,24369400.0,3.1446468063968596e-05
meshI,glucoseCAA,2024-08-27,100,1,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,5.13593787592194e-05,1.3126632705724692,44762660.0,5.13593787592194e-05
meshI,glucoseCAA,2024-08-27,0,1,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,4.3012486474252335e-05,1.0890153063965249,44762660.0,4.301248647425233e-05
relA,glucoseCAA,2024-08-27,0,1,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,4.9179938467048746e-05,1.2356427533937504,44762660.0,4.9179938467048746e-05
relA,glucoseCAA,2024-08-27,2,1,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,3.909348918915627e-05,0.9634089184638294,44762660.0,3.909348918915628e-05
relA,glucoseCAA,2024-08-27,4,1,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,2.2135786804800942e-05,0.5407884325844416,44762660.0,2.2135786804800946e-05
meshI,glucoseCAA,2024-08-27,100,2,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,4.752780337548175e-05,1.194884583180981,44762660.0,4.7527803375481775e-05
meshI,glucoseCAA,2024-08-27,0,2,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,4.239543362780253e-05,1.0760275338565597,44762660.0,4.239543362780254e-05
relA,glucoseCAA,2024-08-27,0,2,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,4.447009637336414e-05,1.1276962101313386,44762660.0,4.447009637336414e-05
relA,glucoseCAA,2024-08-27,2,2,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,3.878887104884568e-05,0.9452937576801947,44762660.0,3.8788871048845684e-05
relA,glucoseCAA,2024-08-27,4,2,ACFD_ECOLI,yghJ,b4466 JW5925 ECK2968,2.079060239982277e-05,0.497549225757857,44762660.0,2.0790602399822766e-05
meshI,glucoseCAA,2024-08-27,100,1,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0010903184877958,1.2682285223516323,983570100.0,0.0010903184877958884
meshI,glucoseCAA,2024-08-27,0,1,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0010117075210384,1.1657488127804103,983570100.0,0.0010117075210384825
relA,glucoseCAA,2024-08-27,0,1,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0010428955342097,1.1924943270771513,983570100.0,0.001042895534209724
relA,glucoseCAA,2024-08-27,2,1,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0008036934496831,0.9013785634587616,983570100.0,0.000803693449683146
relA,glucoseCAA,2024-08-27,4,1,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0005483332910469,0.6096598749252098,983570100.0,0.0005483332910469779
meshI,glucoseCAA,2024-08-27,100,2,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0009993875171038,1.143464547409902,983570100.0,0.0009993875171038092
meshI,glucoseCAA,2024-08-27,0,2,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0009030240366063,1.043071745814979,983570100.0,0.0009030240366063345
relA,glucoseCAA,2024-08-27,0,2,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0010476559645591,1.209075187055218,983570100.0,0.0010476559645591183
relA,glucoseCAA,2024-08-27,2,2,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0006627351385114,0.7350387187282665,983570100.0,0.0006627351385114704
relA,glucoseCAA,2024-08-27,4,2,ACKA_ECOLI,ackA,ack b2296 JW2293,0.0005853335515902,0.6375040805265608,983570100.0,0.0005853335515902784
meshI,glucoseCAA,2024-08-27,100,1,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003545098614405,0.887117566945371,457189870.0,0.00035450986144052257
meshI,glucoseCAA,2024-08-27,0,1,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003647295829254,0.904127569018642,457189870.0,0.0003647295829254721
relA,glucoseCAA,2024-08-27,0,1,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003442426024519,0.8468155982521238,457189870.0,0.000344242602451928
relA,glucoseCAA,2024-08-27,2,1,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003752746422336,0.9054713954858642,457189870.0,0.00037527464223369373
relA,glucoseCAA,2024-08-27,4,1,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0005148966696129,1.2316060119292591,457189870.0,0.0005148966696129756
meshI,glucoseCAA,2024-08-27,100,2,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003642493984884,0.8965950680147503,457189870.0,0.00036424939848848985
meshI,glucoseCAA,2024-08-27,0,2,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003777610992039,0.9387302725805368,457189870.0,0.00037776109920399116
relA,glucoseCAA,2024-08-27,0,2,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0003330071586841,0.8267932211044229,457189870.0,0.0003330071586841082
relA,glucoseCAA,2024-08-27,2,2,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0004687920479177,1.1185597141183246,457189870.0,0.0004687920479177524
relA,glucoseCAA,2024-08-27,4,2,ACNA_ECOLI,acnA,acn b1276 JW1268,0.0005619365931842,1.3166658852188458,457189870.0,0.0005619365931842748
meshI,glucoseCAA,2024-08-27,100,1,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0042747174554172,0.8698710227023958,5622144566.666667,0.004274717455417246
meshI,glucoseCAA,2024-08-27,0,1,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0045456468238145,0.916323875208553,5622144566.666667,0.004545646823814592
relA,glucoseCAA,2024-08-27,0,1,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0047049224985673,0.9411769815361496,5622144566.666667,0.00470492249856735
relA,glucoseCAA,2024-08-27,2,1,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0049348622298833,0.9682670176238052,5622144566.666667,0.00493486222988336
relA,glucoseCAA,2024-08-27,4,1,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0059270090383577,1.1528741389038386,5622144566.666667,0.005927009038357722
meshI,glucoseCAA,2024-08-27,100,2,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0043520691446281,0.8711398470405712,5622144566.666667,0.0043520691446281195
meshI,glucoseCAA,2024-08-27,0,2,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0049278415193231,0.9958063989390992,5622144566.666667,0.0049278415193231544
relA,glucoseCAA,2024-08-27,0,2,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.004655884726723,0.9400266088001488,5622144566.666667,0.0046558847267230185
relA,glucoseCAA,2024-08-27,2,2,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0052934028962375,1.0270899474698982,5622144566.666667,0.00529340289623759
relA,glucoseCAA,2024-08-27,4,2,ACNB_ECOLI,acnB,yacI yacJ b0118 JW0114,0.0064989645416522,1.2383032900145192,5622144566.666667,0.006498964541652207
meshI,glucoseCAA,2024-08-27,100,1,ACPS_ECOLI,acpS,dpj b2563 JW2547,8.973918238742657e-06,0.8843984613373861,11608700.0,8.973918238742657e-06
meshI,glucoseCAA,2024-08-27,0,1,ACPS_ECOLI,acpS,dpj b2563 JW2547,1.0382518839285811e-05,1.0136183426822276,11608700.0,1.038251883928581e-05
relA,glucoseCAA,2024-08-27,0,1,ACPS_ECOLI,acpS,dpj b2563 JW2547,8.215689775472051e-06,0.7959417320510318,11608700.0,8.215689775472053e-06
relA,glucoseCAA,2024-08-27,2,1,ACPS_ECOLI,acpS,dpj b2563 JW2547,1.3022819095448052e-05,1.2374952322101214,11608700.0,1.3022819095448052e-05
relA,glucoseCAA,2024-08-27,4,1,ACPS_ECOLI,acpS,dpj b2563 JW2547,1.0823262277624049e-05,1.0195837643993055,11608700.0,1.0823262277624045e-05
